snapped_at,price,market_cap,total_volume
2020-10-21 00:00:00 UTC,3.6440739858682583,0.0,507725.4385890928
2020-10-22 00:00:00 UTC,3.1191822559030884,0.0,527194.2052952197
2020-10-23 00:00:00 UTC,3.1362006071550477,2154672.9186652405,506545.7290516709
2020-10-24 00:00:00 UTC,3.100239976165903,2157420.431694042,410642.46558461315
2020-10-25 00:00:00 UTC,2.7043766627002395,2080357.226934977,325488.1086358411
2020-10-26 00:00:00 UTC,2.675239063526923,1999315.4365740977,386699.54943078366
2020-10-27 00:00:00 UTC,3.184487691934203,2719507.024181085,541797.9179303457
2020-10-28 00:00:00 UTC,3.0664564336348206,2679827.987662823,336206.1474947502
2020-10-29 00:00:00 UTC,2.7034066162466415,2304956.3448162717,335328.69708866684
2020-10-30 00:00:00 UTC,2.616863702682069,2190356.559724635,1806295.0126707242
2020-10-31 00:00:00 UTC,2.678947948079541,2258583.3413317176,954170.4644831326
2020-11-01 00:00:00 UTC,2.6723502946218454,2282538.1179236956,879697.5624408557
2020-11-02 00:00:00 UTC,2.7998223752605544,2493933.9213279793,988475.9178182944
2020-11-03 00:00:00 UTC,2.7559152170288472,2542037.6335895928,923139.5971183015
2020-11-04 00:00:00 UTC,2.9543591469046984,6763136.487084541,1034583.1871427803
2020-11-05 00:00:00 UTC,2.3957672744470533,5391241.177456245,991915.1254134923
2020-11-06 00:00:00 UTC,2.34565131927936,5361716.646933829,2379328.5496000075
2020-11-07 00:00:00 UTC,2.2889179463433105,5227434.658138966,1759266.4609693857
2020-11-08 00:00:00 UTC,2.270674661884233,5191431.751751265,1963727.1218765704
2020-11-09 00:00:00 UTC,2.4034584275195363,5458022.275088691,1436287.9742572615
2020-11-10 00:00:00 UTC,2.3370527135687165,5325102.189554233,2890819.4957294087
2020-11-11 00:00:00 UTC,2.260789591065309,5169303.844784177,1516568.1484050371
2020-11-12 00:00:00 UTC,2.3128923509509325,5274469.275675524,2642859.2668230156
2020-11-13 00:00:00 UTC,2.355373506790545,5361585.828260063,3837550.7665548604
2020-11-14 00:00:00 UTC,2.7753983888390557,6294618.325162064,4512989.974541738
2020-11-15 00:00:00 UTC,1.9891536380299915,4559632.098274091,8480202.193546167
2020-11-16 00:00:00 UTC,2.188655879025826,4971294.695637321,7733732.679769093
2020-11-17 00:00:00 UTC,1.986791773452132,4531754.241972788,5444706.301510644
2020-11-18 00:00:00 UTC,1.9113930804450545,4357026.324756067,5305399.007023483
2020-11-19 00:00:00 UTC,1.9776554420843202,4503154.409130659,5908994.231722207
2020-11-20 00:00:00 UTC,2.0920817828357796,4752212.646026893,6597128.61200523
2020-11-21 00:00:00 UTC,2.6894078619818655,6104150.297135594,10567368.919519605
2020-11-22 00:00:00 UTC,2.4758015273292004,5627312.50857777,7772254.790227716
2020-11-23 00:00:00 UTC,2.3729429235340898,5423882.489869646,8542080.383722577
2020-11-24 00:00:00 UTC,2.280966120683796,5188170.625835885,7644884.928952196
2020-11-25 00:00:00 UTC,2.1029513748016244,4779780.563975162,11497766.645286728
2020-11-26 00:00:00 UTC,1.8719175225367384,4265210.898732676,8486426.209891738
2020-11-27 00:00:00 UTC,1.639160001742345,3721389.8651392413,5571764.1542248465
2020-11-28 00:00:00 UTC,1.7366329922954709,3956520.459684178,5507099.606427998
2020-11-29 00:00:00 UTC,1.5899655520524358,3613451.9191768393,8219812.586744456
2020-11-30 00:00:00 UTC,1.5963231025269091,3631906.3111248515,4020092.2612621095
2020-12-01 00:00:00 UTC,1.6729215532340524,3824925.471611071,4984135.737512885
2020-12-02 00:00:00 UTC,1.6039186725583183,3652866.3086710568,6420151.734543767
2020-12-03 00:00:00 UTC,1.7032034925102666,3881179.6089224145,8655879.485520357
2020-12-04 00:00:00 UTC,2.1169172355529824,4826922.150421607,14527978.444406003
2020-12-05 00:00:00 UTC,1.8132829178917325,4155407.4028407377,6933701.4368692655
2020-12-06 00:00:00 UTC,2.143894618956793,4914736.240503378,11032057.195251126
2020-12-07 00:00:00 UTC,3.277873823652425,7415521.110514146,42716219.81471041
2020-12-08 00:00:00 UTC,3.3978546336138193,7797190.464014038,50423555.78762627
2020-12-09 00:00:00 UTC,3.297283817145954,7554538.564026129,40054703.48651832
2020-12-10 00:00:00 UTC,3.427070617749832,22867474.897507507,29329847.546751328
2020-12-11 00:00:00 UTC,3.1076402132809453,20438205.967514798,16055874.503665231
2020-12-12 00:00:00 UTC,2.703830504535582,17854528.50443507,18370264.188703846
2020-12-13 00:00:00 UTC,2.729518958395707,18046323.89617919,16303161.276204849
2020-12-14 00:00:00 UTC,2.625842163150637,17261351.192667764,10310048.082768235
2020-12-15 00:00:00 UTC,2.4121833501096375,16067553.266634502,11864305.532169621
2020-12-16 00:00:00 UTC,2.9488632323794683,19325762.09170318,16085160.923602114
2020-12-17 00:00:00 UTC,2.839253141395264,18876201.67154294,17182088.964880995
2020-12-18 00:00:00 UTC,2.5809696763782224,17080996.378497884,13848604.040070083
2020-12-19 00:00:00 UTC,2.574521331283202,17040816.725341983,11517321.541735742
2020-12-20 00:00:00 UTC,2.5929997065157075,17160263.162540376,12304060.484672155
2020-12-21 00:00:00 UTC,2.5829410359370084,17229160.9126735,11855374.360193793
2020-12-22 00:00:00 UTC,2.2777680138471563,15091268.914907642,12621485.73026306
2020-12-23 00:00:00 UTC,1.971128607991267,13038808.9716909,7718899.650675009
2020-12-24 00:00:00 UTC,1.7622211447882876,11572070.921257047,11033646.361783128
2020-12-25 00:00:00 UTC,1.9272658957062245,12796271.763181208,10608600.65633952
2020-12-26 00:00:00 UTC,1.927835974211717,12809012.828230841,10675750.48065031
2020-12-27 00:00:00 UTC,1.869293134852693,12476585.931856325,7807112.07267165
2020-12-28 00:00:00 UTC,1.9672836642750233,13128015.270315524,10722806.34584857
2020-12-29 00:00:00 UTC,2.0596419767887792,13746011.119899947,9648375.74729376
2020-12-30 00:00:00 UTC,1.9372051500180933,12963074.291271461,9951868.246572202
2020-12-31 00:00:00 UTC,1.9094597027323414,12764472.86805507,8059395.136845157
2021-01-01 00:00:00 UTC,2.06366096665739,13771051.673946008,9297663.122413117
2021-01-02 00:00:00 UTC,2.173783851274222,14490080.8591647,8134139.228218507
2021-01-03 00:00:00 UTC,2.38312200694323,15895014.105341561,16448297.689308975
2021-01-04 00:00:00 UTC,2.234453928608654,15057226.76919771,11374114.852592101
2021-01-05 00:00:00 UTC,2.093451437627652,14130136.675442645,13242451.056527318
2021-01-06 00:00:00 UTC,2.090404751907765,14010572.18523757,10697520.213050203
2021-01-07 00:00:00 UTC,2.315680314125372,15633479.465956973,12879278.982404526
2021-01-08 00:00:00 UTC,2.2658321179208056,15265919.583441526,12141137.184303425
2021-01-09 00:00:00 UTC,2.329175336389915,15663658.00716412,13292666.916846687
2021-01-10 00:00:00 UTC,2.6119348086969474,17684293.715370577,19088191.850885298
2021-01-11 00:00:00 UTC,2.531419780369436,17059804.758413587,15122689.254918551
2021-01-12 00:00:00 UTC,2.1599073796895105,14826747.624459801,16030266.892384483
2021-01-13 00:00:00 UTC,2.1871601208123668,14841013.162786333,8115117.271594928
2021-01-14 00:00:00 UTC,2.2742935847746906,15323417.729608407,7799356.045697437
2021-01-15 00:00:00 UTC,2.304902518742484,15604744.750153357,10185325.743219743
2021-01-16 00:00:00 UTC,2.3891339411388364,16167985.141622381,13587049.832124257
2021-01-17 00:00:00 UTC,2.61092017930453,17696705.15410495,13174756.185620368
2021-01-18 00:00:00 UTC,2.8099854624995033,19195755.271288116,17910634.474482827
2021-01-19 00:00:00 UTC,3.497712648530534,23746705.63684939,58105684.67211036
2021-01-20 00:00:00 UTC,3.0816924779481245,21088727.649592746,22984755.857915726
2021-01-21 00:00:00 UTC,2.995330875681506,20230812.58156068,13829226.179099761
2021-01-22 00:00:00 UTC,2.5980462123198356,17715511.069606088,14647574.139838943
2021-01-23 00:00:00 UTC,2.844031223048,19192787.079435267,17148350.371435992
2021-01-24 00:00:00 UTC,3.3016144444751756,22439706.551187817,24202726.075563278
2021-01-25 00:00:00 UTC,3.494154928780488,23766919.415778495,23861968.203533463
2021-01-26 00:00:00 UTC,3.5451935996378725,24091096.006033234,20353440.593425155
2021-01-27 00:00:00 UTC,3.6834815509407086,25186552.139237,22698121.15685897
2021-01-28 00:00:00 UTC,4.917012985025493,31841833.90104403,45163743.734745905
2021-01-29 00:00:00 UTC,4.507913283390795,30697902.58022722,36306682.36640141
2021-01-30 00:00:00 UTC,3.8911708364138526,26348752.51272745,28526301.12135389
2021-01-31 00:00:00 UTC,3.828212716659302,25908967.912903566,19713228.046779156
2021-02-01 00:00:00 UTC,3.6700018162761405,25038227.74444221,13052281.213334354
2021-02-02 00:00:00 UTC,3.5070315568993773,23972122.018127486,16945432.19790001
2021-02-03 00:00:00 UTC,3.8139723348938346,25988761.681953922,14747727.1964677
2021-02-04 00:00:00 UTC,4.943686828940003,33601371.38371101,35236442.33239775
2021-02-05 00:00:00 UTC,6.5529235585351575,44810445.7475734,78902798.8051566
2021-02-06 00:00:00 UTC,6.00125913527971,41550601.89457073,34671974.37300157
2021-02-07 00:00:00 UTC,5.545432093977555,38480790.14986392,23085805.597323112
2021-02-08 00:00:00 UTC,5.310332298440491,36272746.06905974,23814784.593030985
2021-02-09 00:00:00 UTC,6.798584868174881,46532934.16325891,46497291.058045715
2021-02-10 00:00:00 UTC,6.663730117198384,45799635.61726968,28219692.063888688
2021-02-11 00:00:00 UTC,6.5645427836268,44720939.75273077,30096958.882766977
2021-02-12 00:00:00 UTC,6.409605848626648,44114431.84243712,23165486.865437694
2021-02-13 00:00:00 UTC,6.928347489736985,47548803.175623424,22162126.629938733
2021-02-14 00:00:00 UTC,7.828587533410963,51874116.540675335,38003463.03691532
2021-02-15 00:00:00 UTC,8.414864750901481,57512764.75692481,48191786.15137096
2021-02-16 00:00:00 UTC,7.641419419566079,52979587.6816238,52261902.22767336
2021-02-17 00:00:00 UTC,7.269114992753395,49772736.071609445,30949277.156602662
2021-02-18 00:00:00 UTC,7.154263311156848,49118215.748757415,24956037.19790808
2021-02-19 00:00:00 UTC,7.153323379026305,49083323.88258775,22564881.72465631
2021-02-20 00:00:00 UTC,6.47172795367354,43938835.34790944,21170488.18860873
2021-02-21 00:00:00 UTC,6.371417956341885,43391858.41622617,35326763.979915954
2021-02-22 00:00:00 UTC,6.745994427605661,46245376.56507277,22783213.448165957
2021-02-23 00:00:00 UTC,5.6578601785134435,38565689.62916498,38042723.79439085
2021-02-24 00:00:00 UTC,4.671667440809118,32075872.046531305,36031318.82076414
2021-02-25 00:00:00 UTC,5.0253262494076685,34297100.83605855,26272279.2402063
2021-02-26 00:00:00 UTC,4.767786639892534,33325868.333632685,19328118.019509148
2021-02-27 00:00:00 UTC,5.492300387240182,37803061.97711579,34232922.40540848
2021-02-28 00:00:00 UTC,6.034941986251032,41399441.0745577,23900959.009296697
2021-03-01 00:00:00 UTC,4.663461507062484,33495762.397573896,24045514.058804322
2021-03-02 00:00:00 UTC,5.714541704034938,39325034.82745089,28381503.71920595
2021-03-03 00:00:00 UTC,5.224445212675473,36104623.73535599,19892576.58998914
2021-03-04 00:00:00 UTC,5.213805871251723,36207282.82540636,14511183.635838259
2021-03-05 00:00:00 UTC,4.895351578297949,33958623.9711284,14041292.631566592
2021-03-06 00:00:00 UTC,4.48179285282445,31018994.04453343,16929151.673991222
2021-03-07 00:00:00 UTC,4.300625249916969,29908232.056167804,13204742.036413422
2021-03-08 00:00:00 UTC,4.462964945803551,30942779.134572394,13957676.91669692
2021-03-09 00:00:00 UTC,4.5555330308186175,31611988.39257007,15502011.063836237
2021-03-10 00:00:00 UTC,4.8239933730492055,33399096.51405938,14322503.642181424
2021-03-11 00:00:00 UTC,4.494344228172987,31282396.746697836,15401020.60526725
