snapped_at,price,market_cap,total_volume
2021-03-03 00:00:00 UTC,4.348622621905189,0.0,24806648.941193655
2021-03-04 00:00:00 UTC,4.348622621905189,0.0,24806648.941193655
2021-03-05 00:00:00 UTC,6.277246531611686,32477680.183054455,52697365.22800714
2021-03-06 00:00:00 UTC,8.56150602850208,51847851.98518538,36877224.07194162
2021-03-07 00:00:00 UTC,8.054123290934463,56009385.26226784,21392125.411841642
2021-03-08 00:00:00 UTC,3.945613934480845,33719140.45377307,37168128.07077582
2021-03-09 00:00:00 UTC,3.1443127891832923,32608629.38562011,33359557.600341495
2021-03-10 00:00:00 UTC,2.8633524465531406,33981896.864233814,18362789.46942145
2021-03-11 00:00:00 UTC,1.6066408862711576,21679042.957960207,8740731.899965731
2021-03-12 00:00:00 UTC,1.2352947385312762,19039562.19258399,5984436.866799046
2021-03-13 00:00:00 UTC,0.9231065630669409,15837911.21043809,3551787.2068544775
2021-03-14 00:00:00 UTC,0.8614831734118502,16453076.437698817,2417666.872820289
2021-03-15 00:00:00 UTC,0.6347587220028769,11563460.432013657,6925712.861231416
2021-03-16 00:00:00 UTC,0.5857691015131422,10938370.958437882,6039481.395257204
2021-03-17 00:00:00 UTC,0.9317823502731664,18293723.926321972,15433951.576588321
2021-03-18 00:00:00 UTC,0.7925153949719762,16529264.981863076,6023964.870453288
2021-03-19 00:00:00 UTC,0.6443253674814049,14236633.338013979,6020761.621476095
2021-03-20 00:00:00 UTC,0.660209317652936,15121561.188961556,5074527.230321404
2021-03-21 00:00:00 UTC,0.8120609875450598,19467773.05980686,11423475.666466728
2021-03-22 00:00:00 UTC,1.3413176066240906,33030271.096517876,16658143.128896747
2021-03-23 00:00:00 UTC,1.4711714988619073,33917261.557829574,20409185.634219237
2021-03-24 00:00:00 UTC,0.9163929682660119,24871561.807066504,15048140.20628686
2021-03-25 00:00:00 UTC,0.9474096723886277,26999696.75397332,8267100.033316468
2021-03-26 00:00:00 UTC,0.6012153640902559,17674761.851049334,7982576.224842944
2021-03-27 00:00:00 UTC,0.6817390960311983,20741081.072713085,4247253.475833673
2021-03-28 00:00:00 UTC,0.5986090745839165,18906605.55451456,4522490.6868599905
2021-03-29 00:00:00 UTC,0.5575800138927325,17866158.747512944,1968527.5160005044
2021-03-30 00:00:00 UTC,0.5537841688169608,18696278.019148428,4682223.719133072
2021-03-31 00:00:00 UTC,0.5321219206924527,18568363.11297921,2482066.482204993
2021-04-01 00:00:00 UTC,0.390685544053124,14068668.564415524,4740217.956765697
2021-04-02 00:00:00 UTC,0.5853635768790317,21609298.4174052,6963266.715445884
2021-04-03 00:00:00 UTC,0.5472415112449237,20489461.85102638,4911007.475172322
2021-04-04 00:00:00 UTC,0.6170910176621509,23758872.095679097,5042459.357131295
